,id,长度,句数,被动,总词数,连副词
646,57875177.txt,4977,50,0,2611,119
647,1207001216.txt,6855,53,1,2827,68
648,1207542511.txt,22050,206,0,10244,256
649,1206217456.txt,35442,483,13,18400,772
650,1206558097.txt,45971,320,4,17535,661
651,1202103935.txt,21516,234,2,10634,350
652,1202112646.txt,7840,75,1,3773,168
653,63702640.txt,7293,85,3,3954,158
654,1204576033.txt,0,0,0,0,0
655,60835588.txt,5497,70,0,2897,121
656,60629632.txt,7303,64,0,3231,127
657,63797694.txt,10448,84,2,4097,186
658,1203239815.txt,5085,54,1,2573,132
659,1209807019.txt,10883,129,1,5691,242
660,62388344.txt,6999,49,1,2948,73
661,59371844.txt,2613,41,1,1373,51
662,62421521.txt,18987,232,3,9788,404
663,59338624.txt,55620,432,12,23964,812
664,60482479.txt,4912,52,0,2586,95
665,60677614.txt,28339,269,1,12925,508
666,1207660984.txt,0,0,0,0,0
667,1200766870.txt,12473,129,1,6563,247
668,1206079745.txt,37782,346,6,18178,538
669,63716460.txt,12786,168,1,6743,222
670,1212756386.txt,63308,398,11,30853,1032
671,1200785137.txt,8138,115,7,4162,154
672,1204701640.txt,5014,43,0,2676,98
673,1200746798.txt,4774,56,0,2679,126
674,1204553007.txt,6206,71,7,3126,116
675,63753996.txt,4583,0,0,2175,0
676,1209875762.txt,17442,141,4,8456,347
677,1202046823.txt,10929,145,0,5898,255
678,1212979387.txt,0,0,0,0,0
679,51160655.txt,47255,619,9,24525,948
680,59126255.txt,6777,82,0,3673,135
681,1205937911.txt,68527,714,37,33390,1069
682,60741953.txt,6659,66,1,3256,115
683,59143267.txt,7145,91,7,3705,139
684,1206071241.txt,16608,184,4,8821,332
685,1209648752.txt,17259,137,3,7122,252
686,1209487540.txt,12213,124,1,5477,157
687,1203410578.txt,13961,170,9,6646,207
688,1206403397.txt,38894,353,3,19263,636
689,1202089686.txt,9212,130,9,4237,110
690,62258939.txt,5351,69,0,2733,122
691,1207562406.txt,8518,64,1,3534,113
692,62272844.txt,8870,73,1,4451,201
693,1204466949.txt,9080,92,1,4584,163
694,1205967868.txt,10912,67,0,4785,186
695,57704383.txt,10800,129,12,5706,220
696,62341677.txt,11201,92,5,4843,198
697,1204485891.txt,11538,117,14,5622,194
698,1204640222.txt,5718,76,2,3053,141
699,1213254705.txt,61278,675,3,30897,995
700,1207650118.txt,12541,114,2,6498,171
701,1205586253.txt,20791,132,1,8410,168
702,1212631885.txt,29772,240,10,12441,483
703,1204981358.txt,147164,288,5,34019,2166
704,1203316057.txt,0,0,0,0,0
705,1212974655.txt,43450,456,7,22488,770
706,62219853.txt,42410,478,14,21341,623
707,1212550008.txt,27926,278,6,13753,535
708,60741923.txt,7497,81,4,3766,193
709,1213056614.txt,18018,175,2,8785,323
710,1207608936.txt,7749,87,2,4271,211
711,1204696975.txt,14071,142,1,7022,241
712,1207423541.txt,9238,131,0,4833,163
713,63739187.txt,6865,79,2,3747,185
714,1209485828.txt,32190,290,1,16479,681
715,1209759294.txt,58342,390,7,27551,1010
716,57856680.txt,7386,79,0,3925,186
717,1204576554.txt,34370,429,11,17405,514
718,1206086526.txt,30320,307,2,15538,525
719,1207877838.txt,4879,68,0,2548,113
720,1212631945.txt,40094,350,1,20236,702
721,1212753227.txt,60469,666,11,30527,810
722,1204486246.txt,19105,230,2,9923,318
723,1200828505.txt,9287,123,8,5056,217
724,1212580961.txt,23665,201,4,12266,453
725,63697412.txt,5076,63,1,2790,114
726,1213147406.txt,19670,187,4,9631,312
727,1203212375.txt,32604,337,10,16180,540
728,1209841077.txt,49997,488,7,24478,843
729,1212943932.txt,28611,280,6,15483,625
730,1213000421.txt,15041,191,2,8023,345
731,1206093188.txt,14178,134,9,5759,200
732,1209453316.txt,51613,460,0,25871,846
733,1213178477.txt,15132,136,1,6682,258
734,1213224877.txt,16289,183,3,8304,304
735,1209490652.txt,9113,98,4,4932,175
736,63616399.txt,5400,61,3,2869,147
737,1207584221.txt,60785,0,0,10170,929
738,1204547864.txt,9829,102,1,5223,205
739,62232414.txt,11968,122,16,6255,240
740,1210047282.txt,122210,2,0,19408,2188
741,1209841852.txt,7942,98,0,3882,145
742,1204496881.txt,40695,416,2,19011,541
743,1204699927.txt,10605,107,5,5263,210
744,1212686693.txt,39127,262,3,19364,594
745,1200737895.txt,5008,63,1,2638,113
746,1207648034.txt,10666,122,0,5646,221
747,1206109165.txt,16140,164,0,7990,285
748,1205979182.txt,24147,296,14,12239,447
749,63821701.txt,9348,92,3,4763,187
750,1205976742.txt,20682,202,3,9956,319
751,1210511483.txt,9647,74,1,4249,146
752,1207685652.txt,6524,78,0,3416,176
753,1207687381.txt,24140,213,7,12092,421
754,1213131960.txt,9666,139,0,5188,206
755,1207417122.txt,0,0,0,0,0
756,1206136001.txt,43663,445,5,21509,743
757,1211586455.txt,29266,318,3,15312,545
758,59050652.txt,46635,540,9,23534,853
759,1209445769.txt,32768,418,11,16883,683
760,1207527915.txt,9833,76,2,4283,167
761,62345496.txt,7621,80,6,4041,177
762,1203226120.txt,22438,214,3,9192,312
763,57836726.txt,33962,330,7,16947,519
764,1205923074.txt,14031,115,1,5048,143
765,1204547837.txt,39,0,0,8,0
766,1202219464.txt,3221,34,0,1774,81
767,62288478.txt,9499,116,7,5174,197
768,1209835169.txt,4692,57,0,2484,118
769,1202098094.txt,14442,154,4,6757,255
770,1204733564.txt,6666,80,0,3562,160
771,1210049573.txt,4972,13,0,1312,65
772,1209725047.txt,39927,468,0,21949,859
773,51788996.txt,4712,54,0,2321,112
774,62297519.txt,8130,82,1,3954,175
775,1203324526.txt,17394,159,1,9125,330
776,60720108.txt,13439,102,9,6118,208
777,62284823.txt,5301,64,0,2851,129
778,60841167.txt,7781,101,0,4117,157
779,1203335732.txt,8995,61,5,3544,118
780,1202237381.txt,8031,23,0,2172,101
781,59144503.txt,6040,98,1,3147,126
782,59138055.txt,6080,80,0,3261,194
783,1200182623.txt,0,0,0,0,0
784,1200764662.txt,4955,68,0,2624,125
785,1213201555.txt,13297,188,6,7168,217
786,62314411.txt,5269,59,3,2754,96
787,59165691.txt,28322,335,7,13526,476
788,1203223462.txt,22186,292,29,11140,405
789,59081762.txt,20901,190,3,8246,272
790,59298057.txt,20135,222,3,8709,339
791,57731354.txt,16568,170,6,7039,277
792,1204256664.txt,619,5,0,245,9
793,1209427067.txt,20466,245,3,10141,313
794,1200877176.txt,15401,153,4,6483,246
795,1212592840.txt,13882,145,1,6536,283
796,1204993256.txt,8158,82,2,3632,126
797,1204585315.txt,6536,86,1,3449,135
798,62391476.txt,20629,178,7,8678,350
799,1204478349.txt,13575,169,1,7055,281
800,62431721.txt,8198,84,1,4141,157
801,1205964022.txt,8441,113,1,4378,197
802,1207662945.txt,33660,451,6,17518,812
803,1202259368.txt,6179,113,1,3387,119
804,1213252284.txt,16997,163,6,8541,281
805,1210316687.txt,6048,47,0,2271,67
806,1205932326.txt,29106,251,3,12632,322
807,1202040652.txt,49904,487,5,23937,701
808,57856622.txt,13798,172,12,6780,240
809,1213262965.txt,9288,84,0,3750,191
810,1209815236.txt,2710,11,0,828,10
811,1206121293.txt,7742,95,0,3791,141
812,1212920649.txt,0,0,0,0,0
813,60872934.txt,13785,170,14,6764,242
814,62407664.txt,7996,82,2,4329,179
815,1203236340.txt,5980,53,4,3227,132
816,1212705151.txt,11487,148,5,5485,231
817,59138063.txt,2957,41,0,1596,80
818,1209776603.txt,7665,117,0,4036,159
819,1209879536.txt,25327,295,4,13249,331
820,1202783666.txt,6581,52,2,2712,67
821,57875311.txt,0,0,0,0,0
822,1200750284.txt,37811,331,14,16534,546
823,1212753807.txt,7054,74,0,3450,123
824,63631965.txt,4406,52,1,2186,93
825,57704487.txt,10810,84,3,5418,189
826,1206166595.txt,17676,153,5,8526,352
827,1205942595.txt,18786,213,7,8931,326
828,1209873050.txt,14898,159,0,7393,247
829,57753211.txt,11075,107,2,5744,212
830,1200757774.txt,6239,97,1,3422,183
831,1202212661.txt,4778,55,1,2546,105
832,51460941.txt,2425,39,0,1319,56
833,1203331579.txt,5748,69,2,3096,138
834,1213167985.txt,27423,399,5,13323,482
835,1203212687.txt,0,0,0,0,0
836,59192208.txt,3659,36,0,1981,91
837,1202197296.txt,13045,141,1,7022,273
838,1200761646.txt,39696,398,12,16865,547
839,1207385496.txt,2525,27,0,1208,18
840,1212957997.txt,12687,138,3,6515,250
841,1209371772.txt,53831,573,4,27411,991
842,1213264830.txt,21723,156,3,10807,276
843,1203335950.txt,13423,154,14,6811,287
844,62295407.txt,5636,43,1,2833,119
845,1209469238.txt,50656,544,2,25343,793
846,60694286.txt,4510,51,0,1776,70
847,1209465375.txt,63429,476,10,31902,995
848,62405763.txt,5938,53,0,3067,108
849,1200804053.txt,18408,198,8,9438,364
850,1212941880.txt,22206,166,6,10610,335
851,1202090041.txt,44502,387,6,21055,721
852,1205956007.txt,11849,158,2,5907,239
853,1204647546.txt,5351,67,2,2869,146
854,59304614.txt,6348,78,0,3331,116
855,57683395.txt,11003,126,3,5696,270
856,51153463.txt,10403,92,5,5175,203
857,1212979067.txt,5988,76,0,3145,168
858,1212698892.txt,4479,55,0,2394,114
859,1203786435.txt,6828,50,1,2756,75
860,1207515016.txt,0,0,0,0,0
861,21827746.txt,6717,101,2,3474,115
862,57803369.txt,7182,81,6,3886,179
863,1202179410.txt,5818,75,2,3058,158
864,1204807007.txt,29866,359,4,15517,580
865,1206091336.txt,5151,60,1,2835,116
866,1213206562.txt,25557,220,3,11960,435
867,63742698.txt,13492,151,2,7103,280
868,1207585808.txt,3232,28,0,1757,53
869,57830714.txt,50587,495,7,24584,824
870,1204675429.txt,22663,253,5,12377,517
871,1204832190.txt,11685,113,3,5633,154
872,1212724872.txt,13752,177,6,7382,358
873,1212810039.txt,5116,69,0,2746,127
874,1202033415.txt,21665,262,7,11719,516
875,60628801.txt,10536,102,3,5260,195
876,1202097105.txt,38134,227,5,15262,383
877,1213266327.txt,12426,161,3,6897,296
878,62528388.txt,5846,68,0,2907,118
879,62120764.txt,21001,198,3,10352,448
880,50575717.txt,2919,28,0,1518,69
881,1202197696.txt,18982,203,1,9709,343
882,62279090.txt,0,0,0,0,0
883,59101793.txt,16110,136,3,7145,328
884,1204526080.txt,7457,88,4,3978,147
885,1205921908.txt,23568,189,1,9237,368
886,1203414534.txt,12112,153,0,6190,230
887,1200804137.txt,4366,41,0,2407,120
888,1205958216.txt,5769,58,0,3100,138
889,1214441400.txt,30702,267,14,12716,433
890,59179041.txt,5401,77,2,2865,127
891,1205057432.txt,22522,251,3,11938,427
892,1213903018.txt,0,0,0,0,0
893,1209697455.txt,36360,411,11,17585,521
894,1204663999.txt,62893,371,10,30954,922
895,1203237935.txt,23200,189,2,8242,279
896,1200691466.txt,8123,92,3,4139,137
897,1205987598.txt,8586,81,1,4174,119
898,1200770397.txt,5728,49,1,3080,116
899,59345353.txt,6700,79,2,3645,165
900,21756691.txt,6441,102,2,3181,110
901,1206118104.txt,17537,188,1,9542,437
902,1202150507.txt,18473,174,6,8918,292
903,1213098716.txt,0,0,0,0,0
904,1209997496.txt,27026,286,1,13971,460
905,59207744.txt,41347,454,17,20310,603
906,1213225700.txt,41482,3,0,23692,169
907,60694824.txt,9867,127,1,5216,186
908,1209675025.txt,10984,100,0,5045,174
909,1207528436.txt,15694,167,8,7111,322
910,1202099406.txt,17422,127,0,6919,208
911,1203276613.txt,7913,87,2,3850,157
912,60890832.txt,5740,54,13,2969,105
913,1203297205.txt,11488,146,1,5325,240
914,59170709.txt,8895,113,1,4731,172
915,1207497841.txt,12463,130,5,6027,234
916,1205949735.txt,19983,233,6,10178,376
917,1204737160.txt,12927,169,0,6975,229
918,1209393841.txt,5118,51,1,2768,109
919,1214091932.txt,9601,68,2,4047,132
920,1204556618.txt,14548,161,11,6043,189
921,1204674671.txt,10172,101,2,4764,165
922,1207516640.txt,10385,108,0,5083,172
923,1202241005.txt,9957,92,9,4927,196
924,63725358.txt,14741,114,1,6516,251
925,1205893083.txt,10333,115,3,4509,166
926,1209438318.txt,0,0,0,0,0
927,1203127030.txt,42184,382,9,19875,647
928,1207647254.txt,6396,80,6,3277,123
929,1200750514.txt,458,5,0,221,9
930,1203225695.txt,2104,29,0,1152,59
931,1206106832.txt,15945,166,3,8411,293
932,1204797261.txt,2096,37,0,1184,71
933,62441247.txt,7262,80,14,3557,109
934,1203182736.txt,15560,159,4,6932,222
935,1206047777.txt,8206,76,0,4401,177
936,1203247524.txt,63467,693,19,32056,854
937,1207419391.txt,46780,418,11,23893,824
938,1209466151.txt,11612,103,1,5883,234
939,1200865538.txt,14260,139,4,6424,229
940,1209486286.txt,50580,455,18,25790,870
941,1205923097.txt,44810,497,15,22256,730
942,1202195684.txt,10767,126,0,5448,202
943,1206114664.txt,5285,63,1,2873,115
944,1203726085.txt,0,0,0,0,0
945,1203045399.txt,6366,64,1,2736,121
946,1209834799.txt,30358,297,2,14840,520
947,1211181799.txt,39817,473,4,20541,716
948,62295858.txt,6967,96,0,3732,122
949,60899107.txt,6531,90,2,3451,168
950,1207583684.txt,17059,191,1,7550,336
951,59271295.txt,6853,91,2,3784,157
952,1207702569.txt,6398,73,3,3417,135
953,60719712.txt,8475,117,6,4554,175
954,1208031361.txt,53603,555,5,26878,818
955,1200743325.txt,0,0,0,0,0
956,1212976906.txt,13660,122,5,6792,325
957,63885607.txt,0,0,0,0,0
958,62263646.txt,35981,318,7,17530,488
959,1207428614.txt,13915,180,2,7421,310
960,1213021367.txt,43146,549,4,22297,768
961,1202052237.txt,34225,394,14,15780,465
962,1207411179.txt,72101,581,4,34626,1007
963,1206168512.txt,22216,228,1,9125,347
964,1205966058.txt,8730,92,3,4682,162
965,1203247862.txt,0,0,0,0,0
966,57704903.txt,5565,84,0,2871,123
967,1205968156.txt,50034,382,3,24670,696
968,1204668575.txt,0,0,0,0,0
969,1207654014.txt,4238,59,0,2283,88
970,1213173832.txt,3872,57,0,2072,111
971,1213260400.txt,13395,122,2,6155,249
972,62306097.txt,7715,101,2,4203,158
973,59344498.txt,8418,101,0,4465,163
974,1202066208.txt,12078,161,6,6658,291
975,1207432277.txt,62258,504,13,29790,908
976,1206169685.txt,5084,56,0,2666,122
977,63951984.txt,13867,128,2,5541,179
978,1204519020.txt,12131,162,0,6616,195
979,1212731328.txt,28619,274,4,13333,516
980,1204828312.txt,6694,69,1,3596,148
981,1210372345.txt,4185,28,0,1762,46
982,51875045.txt,5734,62,4,2983,122
983,1204345646.txt,8792,64,1,3660,122
984,1212964487.txt,5729,73,1,2967,143
985,1204597781.txt,4553,35,0,2475,94
986,63888300.txt,22310,142,7,9273,314
987,39102968.txt,6775,65,0,3673,145
988,1203241764.txt,24258,224,23,12136,391
989,1204495982.txt,40682,416,2,18987,549
990,51422632.txt,3662,46,0,1807,66
991,62273377.txt,21605,191,7,10425,367
992,60763640.txt,7279,77,0,3958,164
993,1206333146.txt,43860,377,0,22514,678
994,1213175280.txt,22936,182,4,10853,415
995,1204478243.txt,23169,234,5,11646,464
996,1203322669.txt,5559,98,0,3015,127
997,1209738493.txt,9800,93,2,4496,194
998,63688828.txt,7705,81,0,4098,191
999,1200770792.txt,16627,186,5,8425,261
1000,1200875283.txt,9520,141,13,5281,231
1001,1213176178.txt,22184,237,1,11072,374
1002,1209797543.txt,35423,343,7,16066,486
1003,1205949097.txt,39216,165,21,18042,475
1004,1209411206.txt,35535,335,4,17348,543
1005,1206068389.txt,1909,32,0,957,40
1006,50721715.txt,0,0,0,0,0
1007,63952437.txt,9801,107,1,5060,192
1008,1205968735.txt,11938,123,2,6381,271
1009,1204674936.txt,4127,66,0,2202,110
1010,1203357057.txt,5049,71,4,2717,118
1011,1212923434.txt,9350,109,0,4879,218
1012,63709763.txt,5600,67,0,3003,141
1013,63725620.txt,8742,105,3,4641,185
1014,1203155513.txt,3580,46,0,1896,87
1015,57691470.txt,4554,68,7,2400,76
1016,59179130.txt,62508,873,22,32269,1133
1017,63759269.txt,0,0,0,0,0
1018,1212669309.txt,0,0,0,0,0
1019,1206020552.txt,18987,113,1,6666,172
1020,63844374.txt,5367,68,2,2891,116
1021,59184315.txt,68246,555,11,33833,908
1022,60684271.txt,36578,394,8,16082,558
1023,59191708.txt,3756,51,0,1987,99
1024,1204740476.txt,6037,49,0,2359,92
1025,60750193.txt,6230,68,1,3246,124
1026,1213166274.txt,155913,0,0,24818,2195
1027,1209480250.txt,19890,190,3,10440,314
1028,1207535003.txt,43023,431,3,21552,606
1029,1200746092.txt,4443,57,1,2382,117
1030,1207693350.txt,0,0,0,0,0
1031,1202003309.txt,4939,60,1,2614,98
1032,1212978095.txt,14084,118,0,6578,219
1033,1205941357.txt,3698,40,0,1978,78
1034,1209480585.txt,0,0,0,0,0
1035,50199334.txt,3662,47,1,1989,91
1036,62367672.txt,8025,97,2,4427,174
1037,1209841733.txt,13373,131,2,6971,244
1038,1200900570.txt,14166,158,4,7008,290
1039,1209819309.txt,7100,103,1,3820,170
1040,62304865.txt,8162,105,4,4292,184
1041,62272127.txt,3891,53,0,2118,102
1042,1204669296.txt,11526,98,3,5321,175
1043,1207559793.txt,10241,29,1,2553,113
1044,1212962266.txt,0,0,0,0,0
1045,1203173643.txt,21696,239,3,11137,438
1046,60795792.txt,13810,111,4,6641,228
1047,51494227.txt,8460,105,2,4573,183
1048,60650605.txt,4040,44,0,1876,60
1049,57696415.txt,12739,190,4,6538,236
1050,1200757286.txt,57119,779,4,28471,740
1051,1200935113.txt,3428,35,0,1781,82
1052,1207668166.txt,15639,153,3,7790,258
1053,1202252016.txt,7453,138,6,3896,166
1054,1203212171.txt,84,0,0,31,0
1055,1212557821.txt,7119,75,0,3743,153
1056,63688376.txt,4569,49,0,2383,120
1057,57803403.txt,3634,46,1,1995,102
1058,1207607132.txt,40762,399,12,20883,733
1059,1213204709.txt,13694,153,4,7099,251
1060,1213219525.txt,41286,315,4,19548,544
1061,1207663854.txt,13150,134,1,6618,286
1062,1203087807.txt,5101,48,2,2635,86
1063,1213045298.txt,6664,81,0,3556,142
1064,63753986.txt,1289,0,0,605,0
1065,60575007.txt,10870,122,3,5974,245
1066,49988792.txt,14556,209,1,8172,335
1067,1204557706.txt,42259,340,9,20339,563
1068,60706635.txt,14060,163,3,7620,351
1069,1204666960.txt,18937,218,5,8568,258
1070,1209850541.txt,12313,175,6,6676,273
1071,62414884.txt,8282,89,6,4419,142
1072,60731821.txt,4733,57,0,2458,138
1073,57691310.txt,6552,86,7,3513,150
1074,1213217962.txt,9997,83,3,4524,182
1075,1207398375.txt,35896,367,4,17385,657
1076,1209490154.txt,6597,68,1,3351,178
1077,1212977151.txt,14808,147,5,7406,350
1078,62093168.txt,5682,68,1,2997,144
1079,1204802760.txt,8196,74,4,4021,144
1080,1205930689.txt,23330,298,5,11461,330
1081,1203412168.txt,0,0,0,0,0
1082,60752969.txt,6479,79,4,3356,120
1083,63677115.txt,4539,39,0,2501,101
1084,59235775.txt,5706,111,1,3153,138
1085,1209814435.txt,10822,156,0,5890,246
1086,62297258.txt,11505,124,7,5955,203
1087,1207546444.txt,7583,58,1,3034,67
1088,1202263747.txt,11514,175,2,6009,236
1089,1212974933.txt,15314,121,1,5758,206
1090,1202024454.txt,9925,85,1,5243,258
1091,1212607673.txt,10883,98,2,5189,223
1092,1206021193.txt,23229,234,2,11541,479
1093,1202068134.txt,41966,511,10,21293,742
1094,1200743054.txt,12467,128,2,5993,219
1095,51153382.txt,5542,69,7,2999,135
1096,62376088.txt,4473,57,0,2433,93
1097,1204621040.txt,7503,84,1,3958,146
1098,1206067938.txt,11961,152,1,6275,247
1099,1206062315.txt,7948,95,1,4382,179
1100,1202269571.txt,8545,122,0,4673,208
1101,1213145359.txt,30134,341,0,14703,499
1102,60500711.txt,3210,48,2,1710,78
1103,1202008619.txt,68643,919,8,37089,1452
1104,63669725.txt,17928,214,4,9139,393
1105,60742376.txt,2971,37,0,1632,71
1106,1207697684.txt,28604,292,3,14691,496
1107,57804464.txt,7662,86,7,4167,190
1108,1213121266.txt,6437,83,2,3561,154
1109,1209859359.txt,5162,56,0,2663,123
1110,1207951348.txt,2036,19,4,1024,51
1111,1210561805.txt,122140,0,0,19596,1550
1112,60772087.txt,4626,56,1,2440,99
1113,1212564471.txt,2810,49,0,1413,53
1114,1210198337.txt,126132,0,0,20461,2531
1115,1209365629.txt,48681,551,13,28565,1061
1116,62383877.txt,14205,84,3,5855,176
1117,1210153466.txt,59463,510,4,27993,999
1118,59126225.txt,12159,134,2,6342,297
1119,1213161274.txt,0,0,0,0,0
1120,1204735617.txt,5161,62,0,2712,133
1121,1213100092.txt,0,0,0,0,0
1122,1209726750.txt,9657,139,12,4945,163
1123,1206125317.txt,25349,225,5,11621,416
1124,1203415826.txt,5229,64,1,2776,139
1125,1207528135.txt,16499,202,5,8811,346
1126,1202219694.txt,4312,53,1,2330,95
1127,1213026871.txt,19530,167,2,8516,295
1128,62292569.txt,27038,208,6,12017,309
1129,1209814369.txt,12338,134,2,6262,310
1130,1205942085.txt,0,0,0,0,0
1131,1213162965.txt,3156,43,0,1688,72
1132,63765313.txt,11738,154,3,6207,261
1133,59337912.txt,6429,86,5,3275,134
1134,1206015653.txt,4582,63,0,2413,97
1135,63856333.txt,9239,93,1,4857,220
1136,1209669259.txt,13987,163,1,6814,228
1137,1205937284.txt,6001,68,0,3155,160
1138,1212974675.txt,13231,127,2,6954,270
1139,1213018629.txt,11421,93,5,5573,205
1140,1212768082.txt,26402,232,9,12841,490
1141,1212627240.txt,42375,440,3,20727,675
1142,1204528186.txt,47776,497,1,24101,750
1143,1207515585.txt,17239,215,4,9016,315
1144,1209711009.txt,12566,114,1,6228,198
1145,62366708.txt,7569,85,9,4074,174
1146,1212730175.txt,28327,264,3,14024,419
1147,1212632594.txt,30411,278,1,15534,510
1148,1209727126.txt,4789,57,0,2555,121
1149,1206077882.txt,20007,289,4,10226,396
1150,1203212958.txt,14769,146,1,7617,237
1151,1209840654.txt,65479,691,8,32681,1018
1152,1213054968.txt,9882,110,0,4433,181
1153,1202093915.txt,7239,78,5,3716,147
1154,1203357067.txt,9636,127,2,5054,177
1155,1213263192.txt,14279,135,2,6623,224
1156,1200883661.txt,14708,169,2,7631,357
1157,1201646537.txt,0,0,0,0,0
1158,1203707867.txt,67883,507,14,33604,927
1159,1212978346.txt,15053,160,3,7739,349
1160,1209453825.txt,7583,81,0,3893,160
1161,1202179282.txt,16763,185,1,9128,383
1162,1203150920.txt,7870,84,3,3893,161
1163,1209454557.txt,50305,485,3,25347,789
1164,1202186738.txt,14661,166,4,7593,226
1165,1207523712.txt,15234,211,5,8456,367
1166,1206463320.txt,8634,58,1,3529,106
1167,1207499897.txt,27710,242,2,11972,371
1168,1207467564.txt,6221,76,1,3272,207
1169,1204596900.txt,2576,0,0,0,0
1170,1206109897.txt,5397,78,3,2966,119
1171,1204673548.txt,4233,47,0,2212,82
1172,60552122.txt,4833,66,0,2693,141
1173,1200766722.txt,12819,156,29,6557,241
1174,60574976.txt,6797,65,2,3661,147
1175,1200923577.txt,17799,198,1,8929,296
